매장코드,상품코드,재고
S00002,G01398,6
S00002,G01399,20
S00002,G01400,5
S00002,G01401,2
S00002,G01402,5
S00002,G01403,3
S00002,G01404,11
S00002,G01405,1
S00002,G01406,9
S00002,G01407,6
S00002,G01408,1
S00002,G01409,1
S00002,G01410,20
S00002,G01411,12
S00002,G01412,59
S00002,G01413,1
S00002,G01414,9
S00002,G01415,5
S00002,G01416,1
S00002,G01417,1
S00002,G01418,4
S00002,G01419,1
S00002,G01420,4
S00002,G01421,14
S00002,G01422,6
S00002,G01423,127
S00002,G01424,1
S00002,G01425,1
S00002,G01426,1
S00002,G01427,1
S00002,G01428,36
S00002,G01429,2
S00002,G01430,254
S00002,G01431,32
S00002,G01432,4
S00002,G01433,11
S00002,G01434,4
S00002,G01435,11
S00002,G01436,2
S00002,G01437,5
S00002,G01438,1
S00002,G01439,124
S00002,G01440,2
S00002,G01441,9
S00002,G01442,16
S00002,G01443,4
S00002,G01444,21
S00002,G01445,1
S00002,G01446,1
S00002,G01447,4
S00002,G01448,26
S00002,G01449,17
S00002,G01450,3
S00002,G01451,20
S00002,G01452,3
S00002,G01453,32
S00002,G01454,166
S00002,G01455,19
S00002,G01456,21
S00002,G01457,1
S00002,G01458,22
S00002,G01459,16
S00002,G01460,76
S00002,G01461,10
S00002,G01462,1
S00002,G01463,10
S00002,G01464,2
S00002,G01465,4
S00002,G01466,6
S00002,G01467,3
S00002,G01468,8
S00002,G01469,2
S00002,G01470,4
S00002,G01471,3
S00002,G01472,1
S00002,G01473,124
S00002,G01474,30
S00002,G01475,12
S00002,G01476,6
S00002,G01477,2
S00002,G01478,12
S00002,G01479,9
S00002,G01480,1
S00002,G01481,30
S00002,G01482,21
S00002,G01483,1
S00002,G01484,6
S00002,G01485,1
S00002,G01486,3
S00002,G01487,6
S00002,G01488,7
S00002,G01489,10
S00002,G01490,3
S00002,G01491,53
S00002,G01492,2
S00002,G01493,4
S00002,G01494,10
S00002,G01495,26
S00002,G01496,2
S00002,G01497,7
S00002,G01498,2
S00002,G01499,4
S00002,G01500,1
S00002,G01501,25
S00002,G01502,4
S00002,G01503,1
S00002,G01504,3
S00002,G01505,3
S00002,G01506,12
S00002,G01507,118
S00002,G01508,24
S00002,G01509,108
S00002,G01510,66
S00002,G01511,8
S00002,G01512,11
S00002,G01513,11
S00002,G01514,2
S00002,G01515,6
S00002,G01516,17
S00002,G01517,126
S00002,G01518,49
S00002,G01519,19
S00002,G01520,21
S00002,G01521,4
S00002,G01522,9
S00002,G01523,6
S00002,G01524,15
S00002,G01525,20
S00002,G01526,2
S00002,G01527,47
S00002,G01528,28
S00002,G01529,6
S00002,G01530,2
S00002,G01531,60
S00002,G01532,1
S00002,G01533,2
S00002,G01534,34
S00002,G01535,9
S00002,G01536,144
S00002,G01537,2
S00002,G01538,1
S00002,G01539,1
S00002,G01540,26
S00002,G01541,2
S00002,G01542,113
S00002,G01543,9
S00002,G01544,2
S00002,G01545,40
S00002,G01546,4
S00002,G01547,33
S00002,G01548,15
S00002,G01549,4
S00002,G01550,1
S00002,G01551,1
S00002,G01552,1
S00002,G01553,17
S00002,G01554,5
S00002,G01555,3
S00002,G01556,1
S00002,G01557,9
S00002,G01558,2
S00002,G01559,49
S00002,G01560,43
S00002,G01561,9
S00002,G01562,1
S00002,G01563,20
S00002,G01564,3
S00002,G01565,229
S00002,G01566,1
S00002,G01567,1
S00002,G01568,3
S00002,G01569,2
S00002,G01570,66
S00002,G01571,5
S00002,G01572,96
S00002,G01573,103
S00002,G01574,154
S00002,G01575,11
S00002,G01576,2
S00002,G01577,4
S00002,G01578,49
S00002,G01579,27
S00002,G01580,34
S00002,G01581,31
S00002,G01582,1
S00002,G01583,4
S00002,G01584,8
S00002,G01585,3
S00002,G01586,113
S00002,G01587,67
S00002,G01588,13
S00002,G01589,319
S00002,G01590,2
S00002,G01591,2
S00002,G01592,71
S00002,G01593,37
S00002,G01594,7
S00002,G01595,8
S00002,G01596,1
S00002,G01597,6
S00002,G01598,7
S00002,G01599,19
S00002,G01600,38
S00002,G01601,19
S00002,G01602,1
S00002,G01603,1
S00002,G01604,1
S00002,G01605,12
S00002,G01606,6
S00002,G01607,582
S00002,G01608,30
S00002,G01609,2
S00002,G01610,31
S00002,G01611,7
S00002,G01612,287
S00002,G01613,81
S00002,G01614,57
S00002,G01615,88
S00002,G01616,104
S00002,G01617,6
S00002,G01618,1
S00002,G01619,7
S00002,G01620,3
S00002,G01621,2
S00002,G01622,3
S00002,G01623,2
S00002,G01624,59
S00002,G01625,12
S00002,G01626,1
S00002,G01627,94
S00002,G01628,4
S00002,G01629,6
S00002,G01630,30
S00002,G01631,4
S00002,G01632,80
S00002,G01633,13
S00002,G01634,4
S00002,G01635,75
S00002,G01636,1
S00002,G01637,12
S00002,G01638,29
S00002,G01639,5
S00002,G01640,121
S00002,G01641,37
S00002,G01642,7
S00002,G01643,3
S00002,G01644,100
S00002,G01645,1
S00002,G01646,2
S00002,G01647,6
S00002,G01648,1
S00002,G01649,9
S00002,G01650,20
S00002,G01651,10
S00002,G01652,12
S00002,G01653,17
S00002,G01654,34
S00002,G01655,40
S00002,G01656,7
S00002,G01657,9
S00002,G01658,3
S00002,G01659,20
S00002,G01660,2
S00002,G01661,392
S00002,G01662,13
S00002,G01663,10
S00002,G01664,6
S00002,G01665,5
S00002,G01666,1
S00002,G01667,7
S00002,G01668,296
S00002,G01669,1
S00002,G01670,1
S00002,G01671,1
S00002,G01672,7
S00002,G01673,102
S00002,G01674,1
S00002,G01675,1
S00002,G01676,252
S00002,G01677,43
S00002,G01678,11
S00002,G01679,296
S00002,G01680,6
S00002,G01681,2
S00002,G01682,9
S00002,G01683,26
S00002,G01684,4
S00002,G01685,14
S00002,G01686,159
S00002,G01687,14
S00002,G01688,31
S00002,G01689,63
S00002,G01690,28
S00002,G01691,4
S00002,G01692,1
S00002,G01693,56
S00002,G01694,5
S00002,G01695,14
S00002,G01696,4
S00002,G01697,2
S00002,G01698,53
S00002,G01699,5
S00002,G01700,22
S00002,G01701,7
S00002,G01702,2
S00002,G01703,8
S00002,G01704,6
S00002,G01705,24
S00002,G01706,3
S00002,G01707,2
S00002,G01708,21
S00002,G01709,145
S00002,G01710,9
S00002,G01711,2
S00002,G01712,3
S00002,G01713,13
S00002,G01714,7
S00002,G01715,65
S00002,G01716,7
S00002,G01717,17
S00002,G01718,1
S00002,G01719,14
S00002,G01720,1
S00002,G01721,30
S00002,G01722,121
S00002,G01723,5
S00002,G01724,38
S00002,G01725,13
S00002,G01726,79
S00002,G01727,3
S00002,G01728,5
S00002,G01729,20
S00002,G01730,7
S00002,G01731,21
S00002,G01732,31
S00002,G01733,15
S00002,G01734,5
S00002,G01735,3
S00002,G01736,1
S00002,G01737,12
S00002,G01738,4
S00002,G01739,1
S00002,G01740,1
S00002,G01741,1
S00002,G01742,1
S00002,G01743,8
S00002,G01744,2
S00002,G01745,1
S00002,G01746,5
S00002,G01747,2
S00002,G01748,10
S00002,G01749,28
S00002,G01750,4
S00002,G01751,54
S00002,G01752,13
S00002,G01753,4
S00002,G01754,41
S00002,G01755,12
S00002,G01756,1
S00002,G01757,6
S00002,G01758,6
S00002,G01759,16
S00002,G01760,2
S00002,G01761,18
S00002,G01762,1
S00002,G01763,8
S00002,G01764,4
S00002,G01765,11
S00002,G01766,1
S00002,G01767,8
S00002,G01768,9
S00002,G01769,1
S00002,G01770,7
S00002,G01771,1
S00002,G01772,5
S00002,G01773,4
S00002,G01774,1
S00002,G01775,19
S00002,G01776,53
S00002,G01777,10
S00002,G01778,7
S00002,G01779,66
S00002,G01780,10
S00002,G01781,2
S00002,G01782,8
S00002,G01783,4
S00002,G01784,8
S00002,G01785,4
S00002,G01786,1
S00002,G01787,1
S00002,G01788,1
S00002,G01789,26
S00002,G01790,6
S00002,G01791,10
S00002,G01792,40
S00002,G01793,10
S00002,G01794,6
S00002,G01795,44
S00002,G01796,48
S00002,G01797,2
S00002,G01798,78
S00002,G01799,249
S00002,G01800,19
S00002,G01801,1
S00002,G01802,2
S00002,G01803,3
S00002,G01804,61
S00002,G01805,3
S00002,G01806,10
S00002,G01807,2
S00002,G01808,29
S00002,G01809,18
S00002,G01810,28
S00002,G01811,8
S00002,G01812,124
S00002,G01813,36
S00002,G01814,18
S00002,G01815,1
S00002,G01816,3
S00002,G01817,1
S00002,G01818,3
S00002,G01819,2
S00002,G01820,1
S00002,G01821,19
S00002,G01822,1
S00002,G01823,27
S00002,G01824,4
S00002,G01825,10
S00002,G01826,10
S00002,G01827,26
S00002,G01828,11
S00002,G01829,7
S00002,G01830,2
S00002,G01831,1
S00002,G01832,23
S00002,G01833,4
S00002,G01834,22
S00002,G01835,175
S00002,G01836,1
S00002,G01837,30
S00002,G01838,5
S00002,G01839,1
S00002,G01840,17
S00002,G01841,3
S00002,G01842,3
S00002,G01843,8
S00002,G01844,3
S00002,G01845,2
S00002,G01846,3
S00002,G01847,5
S00002,G01848,1
S00002,G01849,3
S00002,G01850,7
S00002,G01851,3
S00002,G01852,1
S00002,G01853,3
S00002,G01854,8
S00002,G01855,12
S00002,G01856,12
S00002,G01857,46
S00002,G01858,34
S00002,G01859,79
S00002,G01860,15
S00002,G01861,5
S00002,G01862,3
S00002,G01863,66
S00002,G01864,1
S00002,G01865,7
S00002,G01866,5
S00002,G01867,1
S00002,G01868,9
S00002,G01869,2
S00002,G01870,1
S00002,G01871,40
S00002,G01872,3
S00002,G01873,1
S00002,G01874,2
S00002,G01875,2
S00002,G01876,10
S00002,G01877,23
S00002,G01878,5
S00002,G01879,1
S00002,G01880,6
S00002,G01881,13
S00002,G01882,45
S00002,G01883,4
S00002,G01884,16
S00002,G01885,1
S00002,G01886,2
S00002,G01887,375
S00002,G01888,4
S00002,G01889,6
S00002,G01890,6
S00002,G01891,1
S00002,G01892,8
S00002,G01893,1
S00002,G01894,1
S00002,G01895,1
S00002,G01896,3
S00002,G01897,1
S00002,G01898,4
S00002,G01899,2
S00002,G01900,3
S00002,G01901,5
S00002,G01902,1
S00002,G01903,1
S00002,G01904,1
S00002,G01905,2
S00002,G01906,14
S00002,G01907,2
S00002,G01908,6
S00002,G01909,1
S00002,G01910,3
S00002,G01911,2
S00002,G01912,3
S00002,G01913,10
S00002,G01914,1
S00002,G01915,26
S00002,G01916,59
S00002,G01917,3
S00002,G01918,265
S00002,G01919,4
S00002,G01920,1
S00002,G01921,3
S00002,G01922,25
S00002,G01923,5
S00002,G01924,130
S00002,G01925,2
S00002,G01926,2
S00002,G01927,12
S00002,G01928,7
S00002,G01929,1
S00002,G01930,2
S00002,G01931,731
S00002,G01932,2
S00002,G01933,6
S00002,G01934,10
S00002,G01935,3
S00002,G01936,12
S00002,G01937,2
S00002,G01938,6
S00002,G01939,12
S00002,G01940,2
S00002,G01941,13
S00002,G01942,22
S00002,G01943,2
S00002,G01944,8
S00002,G01945,2
S00002,G01946,1
S00002,G01947,2
S00002,G01948,4
S00002,G01949,1
S00002,G01950,1
S00002,G01951,5
S00002,G01952,58
S00002,G01953,5
S00002,G01954,17
S00002,G01955,48
S00002,G01956,19
S00002,G01957,293
S00002,G01958,1
S00002,G01959,1
S00002,G01960,89
S00002,G01961,71
S00002,G01962,248
S00002,G01963,2
S00002,G01964,22
S00002,G01965,113
S00002,G01966,74
S00002,G01967,28
S00002,G01968,3074
S00002,G01969,5
S00002,G01970,5
S00002,G01971,11
S00002,G01972,10
S00002,G01973,16
S00002,G01974,51
S00002,G01975,7
S00002,G01976,31
S00002,G01977,22
S00002,G01978,13
S00002,G01979,8
S00002,G01980,7
S00002,G01981,2
S00002,G01982,2
S00002,G01983,27
S00002,G01984,12
S00002,G01985,12
S00002,G01986,24
S00002,G01987,5
S00002,G01988,119
S00002,G01989,12
S00002,G01990,23
S00002,G01991,11
S00002,G01992,10
S00002,G01993,43
S00002,G01994,10
S00002,G01995,11
S00002,G01996,1
S00002,G01997,1
S00002,G01998,1
S00002,G01999,9
S00002,G02000,10
S00002,G02001,2
S00002,G02002,18
S00002,G02003,108
S00002,G02004,64
S00002,G02005,94
S00002,G02006,2
S00002,G02007,5
S00002,G02008,4
S00002,G02009,5
S00002,G02010,2
S00002,G02011,80
S00002,G02012,1
S00002,G02013,4
S00002,G02014,1
S00002,G02015,3
S00002,G02016,1
S00002,G02017,5
S00002,G02018,1
S00002,G02019,2
S00002,G02020,1
S00002,G02021,3
S00002,G02022,68
S00002,G02023,1
S00002,G02024,3
S00002,G02025,2
S00002,G02026,2
S00002,G02027,2
S00002,G02028,13
S00002,G02029,3
S00002,G02030,22
S00002,G02031,2
S00002,G02032,14
S00002,G02033,15
S00002,G02034,2
S00002,G02035,21
S00002,G02036,4
S00002,G02037,5
S00002,G02038,40
S00002,G02039,121
S00002,G02040,1
S00002,G02041,1
S00002,G02042,8
S00002,G02043,1
S00002,G02044,12
S00002,G02045,1
S00002,G02046,44
S00002,G02047,1
S00002,G02048,6
S00002,G02049,3
S00002,G02050,5
S00002,G02051,2
S00002,G02052,6
S00002,G02053,2
S00002,G02054,1
S00002,G02055,1
S00002,G02056,1
S00002,G02057,1
S00002,G02058,1
S00002,G02059,11
S00002,G02060,4
S00002,G02061,5
S00002,G02062,22
S00002,G02063,1
S00002,G02064,1
S00002,G02065,37
S00002,G02066,54
S00002,G02067,4
S00002,G02068,2
S00002,G02069,13
S00002,G02070,17
S00002,G02071,4
S00002,G02072,1
S00002,G02073,2
S00002,G02074,1
S00002,G02075,3
S00002,G02076,27
S00002,G02077,3
S00002,G02078,1
S00002,G02079,10
S00002,G02080,41
S00002,G02081,1
S00002,G02082,4
S00002,G02083,6
S00002,G02084,75
S00002,G02085,1
S00002,G02086,2
S00002,G02087,2
S00002,G02088,3
S00002,G02089,9
S00002,G02090,34
S00002,G02091,2
S00002,G02092,6
S00002,G02093,2
S00002,G02094,4
S00002,G02095,6
S00002,G02096,2
S00002,G02097,3
S00002,G02098,3
S00002,G02099,1
S00002,G02100,2
S00002,G02101,4
S00002,G02102,15
S00002,G02103,140
S00002,G02104,15
S00002,G02105,18
S00002,G02106,79
S00002,G02107,6
S00002,G02108,1
S00002,G02109,1
S00002,G02110,74
S00002,G02111,1
S00002,G02112,2
S00002,G02113,19
S00002,G02114,8
S00002,G02115,28
S00002,G02116,11
S00002,G02117,1
S00002,G02118,41
S00002,G02119,3
S00002,G02120,63
S00002,G02121,1
S00002,G02122,1
S00002,G02123,13
S00002,G02124,31
S00002,G02125,3
S00002,G02126,2
S00002,G02127,17
S00002,G02128,1
S00002,G02129,1
S00002,G02130,4
S00002,G02131,5
S00002,G02132,1
S00002,G02133,4
S00002,G02134,11
S00002,G02135,3
S00002,G02136,3
S00002,G02137,4
S00002,G02138,101
S00002,G02139,4
S00002,G02140,13
S00002,G02141,11
S00002,G02142,1
S00002,G02143,9
S00002,G02144,1
S00002,G02145,2
S00002,G02146,4
S00002,G02147,5
S00002,G02148,2
S00002,G02149,1
S00002,G02150,13
S00002,G02151,2
S00002,G02152,1
S00002,G02153,7
S00002,G02154,8
S00002,G02155,1
S00002,G02156,26
S00002,G02157,7
S00002,G02158,3
S00002,G02159,28
S00002,G02160,1
S00002,G02161,4
S00002,G02162,2
S00002,G02163,1
S00002,G02164,33
S00002,G02165,1
S00002,G02166,1
S00002,G02167,10
S00002,G02168,16
S00002,G02169,1
S00002,G02170,10
S00002,G02171,70
S00002,G02172,14
S00002,G02173,3
S00002,G02174,3
S00002,G02175,1
S00002,G02176,1
S00002,G02177,1
S00002,G02178,25
S00002,G02179,3
S00002,G02180,2
S00002,G02181,5
S00002,G02182,1
S00002,G02183,1
S00002,G02184,2
S00002,G02185,10
S00002,G02186,2
S00002,G02187,2
S00002,G02188,6
S00002,G02189,2
S00002,G02190,1
S00002,G02191,1
S00002,G02192,1
S00002,G02193,67
S00002,G02194,1
S00002,G02195,2
S00002,G02196,3
S00002,G02197,3
S00002,G02198,10
S00002,G02199,6
S00002,G02200,1
S00002,G02201,7
S00002,G02202,14
S00002,G02203,2
S00002,G02204,37
S00002,G02205,3
S00002,G02206,1
S00002,G02207,2
S00002,G02208,1
S00002,G02209,1
S00002,G02210,3
S00002,G02211,17
S00002,G02212,5
S00002,G02213,2
S00002,G02214,2
S00002,G02215,1
S00002,G02216,4
S00002,G02217,12
S00002,G02218,3
S00002,G02219,14
S00002,G02220,1
S00002,G02221,4
S00002,G02222,1
S00002,G02223,10
S00002,G02224,6
S00002,G02225,24
S00002,G02226,14
S00002,G02227,2
S00002,G02228,16
S00002,G02229,14
S00002,G02230,1
S00002,G02231,1
S00002,G02232,49
S00002,G02233,106
S00002,G02234,2
S00002,G02235,2
S00002,G02236,1
S00002,G02237,2
S00002,G02238,19
S00002,G02239,18
S00002,G02240,1
S00002,G02241,3
S00002,G02242,54
S00002,G02243,9
S00002,G02244,5
S00002,G02245,1
S00002,G02246,190
S00002,G02247,6
S00002,G02248,6
S00002,G02249,1
S00002,G02250,1
S00002,G02251,1
S00002,G02252,1
S00002,G02253,1
S00002,G02254,1
S00002,G02255,1
S00002,G02256,1
S00002,G02257,1
S00002,G02258,1
S00002,G02259,1
S00002,G02260,2
S00002,G02261,1
S00002,G02262,3
S00002,G02263,1
S00002,G02264,1
S00002,G02265,1
S00002,G02266,27
S00002,G02267,2
S00002,G02268,1
S00002,G02269,1
S00002,G02270,13
S00002,G02271,4
S00002,G02272,1
S00002,G02273,1
S00002,G02274,1
S00002,G02275,3
S00002,G02276,2
S00002,G02277,6
S00002,G02278,11
S00002,G02279,1
S00002,G02280,1
S00002,G02281,7
S00002,G02282,15
S00002,G02283,1
S00002,G02284,1
S00002,G02285,4
S00002,G02286,2
S00002,G02287,1
S00002,G02288,1
S00002,G02289,4
S00002,G02290,2
S00002,G02291,3
S00002,G02292,1
S00002,G02293,18
S00002,G02294,10
S00002,G02295,1
S00002,G02296,1
S00002,G02297,4
S00002,G02298,19
S00002,G02299,1
S00002,G02300,86
S00002,G02301,1
S00002,G02302,2
S00002,G02303,3
S00002,G02304,14
S00002,G02305,30
S00002,G02306,1
S00002,G02307,1
S00002,G02308,1
S00002,G02309,1
S00002,G02310,12
S00002,G02311,15
S00002,G02312,1
S00002,G02313,2
S00002,G02314,1
S00002,G02315,17
S00002,G02316,79
S00002,G02317,180
S00002,G02318,7
S00002,G02319,1
S00002,G02320,2
S00002,G02321,2
S00002,G02322,13
S00002,G02323,5
S00002,G02324,4
S00002,G02325,1
S00002,G02326,2
S00002,G02327,8
S00002,G02328,2
S00002,G02329,1
S00002,G02330,3
S00002,G02331,2
S00002,G02332,16
S00002,G02333,5
S00002,G02334,4
S00002,G02335,1
S00002,G02336,1
S00002,G02337,50
S00002,G02338,5
S00002,G02339,5
S00002,G02340,3
S00002,G02341,1
S00002,G02342,2
S00002,G02343,1
S00002,G02344,2
S00002,G02345,1
S00002,G02346,1
S00002,G02347,2
S00002,G02348,7
S00002,G02349,2
S00002,G02350,2
S00002,G02351,3
S00002,G02352,6
S00002,G02353,9
S00002,G02354,1
S00002,G02355,2
S00002,G02356,1
S00002,G02357,2
S00002,G02358,4
S00002,G02359,9
S00002,G02360,10
S00002,G02361,3
S00002,G02362,3
S00002,G02363,4
S00002,G02364,1
S00002,G02365,10
S00002,G02366,28
S00002,G02367,1
S00002,G02368,2
S00002,G02369,1
S00002,G02370,29
S00002,G02371,2
S00002,G02372,6
S00002,G02373,5
S00002,G02374,3
S00002,G02375,20
S00002,G02376,1
S00002,G02377,4
S00002,G02378,2
S00002,G02379,19
S00002,G02380,25
S00002,G02381,8
S00002,G02382,3
S00002,G02383,18
S00002,G02384,7
S00002,G02385,2
S00002,G02386,2
S00002,G02387,4
S00002,G02388,2
S00002,G02389,3
S00002,G02390,1
S00002,G02391,1
S00002,G02392,1
S00002,G02393,4
S00002,G02394,3
S00002,G02395,7
S00002,G02396,271
S00002,G02397,81
S00002,G02398,6
S00002,G02399,18
S00002,G02400,8
S00002,G02401,2
S00002,G02402,30
S00002,G02403,271
S00002,G02404,3
S00002,G02405,9
S00002,G02406,2
S00002,G02407,2
S00002,G02408,8
S00002,G02409,6
S00002,G02410,1
S00002,G02411,19
S00002,G02412,1
S00002,G02413,1
S00002,G02414,4
S00002,G02415,2
S00002,G02416,5
S00002,G02417,1
S00002,G02418,2
S00002,G02419,30
S00002,G02420,9
S00002,G02421,6
S00002,G02422,3
S00002,G02423,18
S00002,G02424,2
S00002,G02425,67
S00002,G02426,2
S00002,G02427,1
S00002,G02428,21
S00002,G02429,1
S00002,G02430,1
S00002,G02431,1
S00002,G02432,1
S00002,G02433,1
S00002,G02434,3
S00002,G02435,16
S00002,G02436,1
S00002,G02437,1
S00002,G02438,1
S00002,G02439,7
S00002,G02440,1
S00002,G02441,6
S00002,G02442,1
S00002,G02443,2
S00002,G02444,7
S00002,G02445,4
S00002,G02446,1
S00002,G02447,23
S00002,G02448,1
S00002,G02449,51
S00002,G02450,5
S00002,G02451,1
S00002,G02452,1
S00002,G02453,2
S00002,G02454,2
S00002,G02455,26
S00002,G02456,6
S00002,G02457,8
S00002,G02458,1
S00002,G02459,2
S00002,G02460,13
S00002,G02461,2
S00002,G02462,1
S00002,G02463,1
S00002,G02464,8
S00002,G02465,3
S00002,G02466,14
S00002,G02467,2
S00002,G02468,10
S00002,G02469,5
S00002,G02470,57
S00002,G02471,1
S00002,G02472,1
S00002,G02473,1
S00002,G02474,7
S00002,G02475,3
S00002,G02476,7
S00002,G02477,2
S00002,G02478,30
S00002,G02479,10
S00002,G02480,10
S00002,G02481,1
S00002,G02482,4
S00002,G02483,4
S00002,G02484,1
S00002,G02485,5
S00002,G02486,1
S00002,G02487,1
S00002,G02488,7
S00002,G02489,10
S00002,G02490,1
S00002,G02491,5
S00002,G02492,1
S00002,G02493,1
S00002,G02494,1
S00002,G02495,1
S00002,G02496,1
S00002,G02497,4
S00002,G02498,2
S00002,G02499,1
S00002,G02500,8
S00002,G02501,1
S00002,G02502,27
S00002,G02503,2
S00002,G02504,4
S00002,G02505,7
S00002,G02506,5
S00002,G02507,4
S00002,G02508,1
S00002,G02509,1
S00002,G02510,1
S00002,G02511,2
S00002,G02512,1
S00002,G02513,5
S00002,G02514,3
S00002,G02515,4
S00002,G02516,4
S00002,G02517,3
S00002,G02518,33
S00002,G02519,8
S00002,G02520,1
S00002,G02521,26
S00002,G02522,1
S00002,G02523,2
S00002,G02524,1
S00002,G02525,2
S00002,G02526,6
S00002,G02527,3
S00002,G02528,1
S00002,G02529,3
S00002,G02530,31
S00002,G02531,10
S00002,G02532,3
S00002,G02533,6
S00002,G02534,4
S00002,G02535,3
S00002,G02536,2
S00002,G02537,7
S00002,G02538,2
S00002,G02539,1
S00002,G02540,2
S00002,G02541,7
S00002,G02542,1
S00002,G02543,5
S00002,G02544,11
S00002,G02545,2
S00002,G02546,2
S00002,G02547,1
S00002,G02548,6
S00002,G02549,2
S00002,G02550,1
S00002,G02551,1
S00002,G02552,31
S00002,G02553,10
S00002,G02554,2
S00002,G02555,15
S00002,G02556,1
S00002,G02557,1
S00002,G02558,2
S00002,G02559,1
S00002,G02560,4
S00002,G02561,4
S00002,G02562,7
S00002,G02563,4
S00002,G02564,3
S00002,G02565,36
S00002,G02566,2
S00002,G02567,2
S00002,G02568,2
S00002,G02569,1
S00002,G02570,1
S00002,G02571,10
S00002,G02572,16
S00002,G02573,1
S00002,G02574,1
S00002,G02575,1
S00002,G02576,25
S00002,G02577,4
S00002,G02578,14
S00002,G02579,1
S00002,G02580,2
S00002,G02581,2
S00002,G02582,1
S00002,G02583,2
S00002,G02584,3
S00002,G02585,2
S00002,G02586,2
S00002,G02587,1
S00002,G02588,9
S00002,G02589,11
S00002,G02590,54
S00002,G02591,5
S00002,G02592,5
S00002,G02593,1
S00002,G02594,323
S00002,G02595,100
S00002,G02596,7
S00002,G02597,1
S00002,G02598,2
S00002,G02599,8
S00002,G02600,2
S00002,G02601,1
S00002,G02602,10
S00002,G02603,3
S00002,G02604,1
S00002,G02605,14
S00002,G02606,1
S00002,G02607,4
S00002,G02608,1
S00002,G02609,1
S00002,G02610,1
S00002,G02611,1
S00002,G02612,3
S00002,G02613,8
S00002,G02614,1
S00002,G02615,14
S00002,G02616,2
S00002,G02617,3
S00002,G02618,18
S00002,G02619,1
S00002,G02620,18
S00002,G02621,1
S00002,G02622,1
S00002,G02623,9
S00002,G02624,3
S00002,G02625,77
S00002,G02626,47
S00002,G02627,41
S00002,G02628,2
S00002,G02629,30
S00002,G02630,8
S00002,G02631,6
S00002,G02632,1
S00002,G02633,1
S00002,G02634,2
S00002,G02635,1
S00002,G02636,1
S00002,G02637,5
S00002,G02638,2
S00002,G02639,3
S00002,G02640,3
S00002,G02641,2
S00002,G02642,8
S00002,G02643,1
S00002,G02644,62
S00002,G02645,20
S00002,G02646,6
S00002,G02647,2
S00002,G02648,3
S00002,G02649,4
S00002,G02650,1
S00002,G02651,1
S00002,G02652,9
S00002,G02653,12
S00002,G02654,2
S00002,G02655,14
S00002,G02656,1
S00002,G02657,1
S00002,G02658,100
S00002,G02659,22
S00002,G02660,18
S00002,G02661,9
S00002,G02662,8
S00002,G02663,2
S00002,G02664,3
S00002,G02665,10
S00002,G02666,1
S00002,G02667,21
S00002,G02668,1
S00002,G02669,19
S00002,G02670,12
S00002,G02671,1
S00002,G02672,1
S00002,G02673,6
S00002,G02674,4
S00002,G02675,4
S00002,G02676,2
S00002,G02677,8
S00002,G02678,2
S00002,G02679,3
S00002,G02680,14
S00002,G02681,11
S00002,G02682,6
S00002,G02683,101
S00002,G02684,1
S00002,G02685,4
S00002,G02686,104
S00002,G02687,2
S00002,G02688,17
S00002,G02689,2
S00002,G02690,3
S00002,G02691,1
S00002,G02692,2
S00002,G02693,1
S00002,G02694,2
S00002,G02695,5
S00002,G02696,3
S00002,G02697,15
S00002,G02698,3
S00002,G02699,3
S00002,G02700,3
S00002,G02701,2
S00002,G02702,2
S00002,G02703,5
S00002,G02704,31
S00002,G02705,1
S00002,G02706,1
S00002,G02707,13
S00002,G02708,2
S00002,G02709,1
S00002,G02710,18
S00002,G02711,2
S00002,G02712,16
S00002,G02713,27
S00002,G02714,3
S00002,G02715,1
S00002,G02716,6
S00002,G02717,58
S00002,G02718,3
S00002,G02719,1
S00002,G02720,1
S00002,G02721,1
S00002,G02722,11
S00002,G02723,17
S00002,G02724,5
S00002,G02725,5
S00002,G02726,1
S00002,G02727,6
S00002,G02728,2
S00002,G02729,1
S00002,G02730,1
S00002,G02731,5
S00002,G02732,1
S00002,G02733,6
S00002,G02734,17
S00002,G02735,1
S00002,G02736,2
S00002,G02737,1
S00002,G02738,8
S00002,G02739,1
S00002,G02740,2
S00002,G02741,2
S00002,G02742,4
S00002,G02743,1
S00002,G02744,4
S00002,G02745,1
S00002,G02746,2
S00002,G02747,14
S00002,G02748,1
S00002,G02749,7
S00002,G02750,6
S00002,G02751,23
S00002,G02752,5
S00002,G02753,8
S00002,G02754,29
S00002,G02755,13
S00002,G02756,1
S00002,G02757,26
S00002,G02758,6
S00002,G02759,1
S00002,G02760,1
S00002,G02761,3
S00002,G02762,2
S00002,G02763,1
S00002,G02764,1
S00002,G02765,1
S00002,G02766,1
S00002,G02767,1
S00002,G02768,33
S00002,G02769,1
S00002,G02770,56
S00002,G02771,6
S00002,G02772,24
S00002,G02773,2
S00002,G02774,2
S00002,G02775,6
S00002,G02776,6
S00002,G02777,1
S00002,G02778,47
S00002,G02779,1
S00003,G02780,13
S00003,G02781,3
S00003,G02782,1
S00003,G02783,1
S00003,G02784,3
S00003,G02785,5
S00003,G02786,1
S00003,G02787,1
S00003,G02788,1
S00003,G02789,3
S00003,G02790,2
S00003,G02791,1
S00003,G02792,1
S00003,G02793,4
S00003,G02794,1
S00003,G02795,103
